Venta_ID,Fecha_ISO,Tienda_ID,SKU_ID,Pais_Venta,CLIENTE_NOMBRE_PII,CLIENTE_EMAIL_PII,CLIENTE_EDAD_PII,Moneda_Transaccion,Monto_Total_Local,Impuesto_Local,Tasa_Referencia_Dia,Metodo_Pago,Es_Online,Canal_Origen,Costo_Envio_USD,Latitud_Tienda,Longitud_Tienda,Browser_User_Agent,ID_Session_Web,Flag_Fraude,Version_Esquema,Ref_S3_TXT
TXN-602724,2025-06-21T15:01:19.116587,STORE-016,SKU-00052,Colombia,Müller S.,user_2724@colombia.com,30.0,COP,6153394.8,835103.58,4100.0,Crypto,False,App,14.62,-67.1035,-16.9021,Mozilla/5.0... (Simulado),0x464d4d03,1,v2.4.1,TXN-602724.txt
TXN-602725,2026-01-11T15:01:19.140104,STORE-020,SKU-00046,México,Null User,user_2725@méxico.com,28.0,MXN,2551.92,291.65,17.5,N/A,True,App,48.6,-56.2254,51.7515,Mozilla/5.0... (Simulado),0x440dd9e6,0,v2.4.1,TXN-602725.txt
TXN-602726,2025-11-21T15:01:19.157930,STORE-007,SKU-00145,España,Ángel Niño,user_2726@españa.com,37.0,EUR,106.4,15.96,0.92,Cash,False,Store,22.26,4.5599,-135.1913,Mozilla/5.0... (Simulado),0xc51e7945,1,v2.4.1,TXN-602726.txt
TXN-602727,2025-09-07T15:01:19.179219,STORE-005,SKU-00121,México,Ángel Niño,user_2727@méxico.com,33.0,MXN,15369.83,1756.55,17.5,Credit Card,False,Social,37.88,-25.5056,-68.4914,Mozilla/5.0... (Simulado),0xabbbb7d8,0,v2.4.1,TXN-602727.txt
TXN-602728,2025-09-28T15:01:19.206796,STORE-006,SKU-00039,UK,Ángel Niño,user_2728@uk.com,42.0,GBP,696.25,99.46,0.79,Crypto,False,App,31.61,-71.428,67.4189,Mozilla/5.0... (Simulado),0x46671fb3,0,v2.4.1,TXN-602728.txt
TXN-602729,2025-11-04T15:01:19.227815,STORE-016,SKU-00080,Colombia,Josue Castañeda,user_2729@colombia.com,33.0,COP,6083366.8,825599.78,4100.0,Cash,True,Store,7.47,-47.9154,22.5181,Mozilla/5.0... (Simulado),0x9e06cf20,0,v2.4.1,TXN-602729.txt
TXN-602730,2026-02-20T15:01:19.248463,STORE-019,SKU-00051,USA,---,user_2730@usa.com,26.0,USD,1323.64,66.18,1.0,Crypto,No,App,19.32,-83.4762,64.543,Mozilla/5.0... (Simulado),0x292ae60b,0,v2.4.1,TXN-602730.txt
TXN-602731,2025-08-25T15:01:19.266064,STORE-007,SKU-00017,España,Ángel Niño,user_2731@españa.com,35.0,JPY,111.1,16.67,0.92,N/A,False,Web,19.19,86.3509,147.2648,Mozilla/5.0... (Simulado),0x3fd48868,1,v2.4.1,TXN-602731.txt
TXN-602732,2026-01-13T15:01:19.285314,STORE-013,SKU-00118,USA,Ángel Niño,user_2732@usa.com,,USD,1570.95,78.55,1.0,Crypto,Si,Web,49.91,-39.493,155.5522,Mozilla/5.0... (Simulado),0x3c299c64,0,v2.4.1,TXN-602732.txt
TXN-602733,2025-08-18T15:01:19.308130,STORE-001,SKU-00041,UK,---,user_2733@uk.com,42.0,GBP,758.74,108.39,0.79,Credit Card,No,Social,46.39,-44.9178,-63.105,Mozilla/5.0... (Simulado),0x24cb55b8,0,v2.4.1,TXN-602733.txt
TXN-602734,2025-10-30T15:01:19.326566,STORE-002,SKU-00019,USA,---,user_2734@usa.com,26.0,USD,1551.76,77.59,1.0,Crypto,No,Social,17.94,-45.8862,-117.6208,Mozilla/5.0... (Simulado),0x7dfb83f3,0,v2.4.1,TXN-602734.txt
TXN-602735,2025-03-21T15:01:19.346588,STORE-017,SKU-00141,USA,Ángel Niño,user_2735@usa.com,32.0,USD,1110.62,55.53,1.0,Crypto,False,Store,42.26,-46.4645,24.5186,Mozilla/5.0... (Simulado),0xb4362d14,0,v2.4.1,TXN-602735.txt
TXN-602736,2025-04-13T15:01:19.368791,STORE-010,SKU-00053,México,Josue Castañeda,user_2736@méxico.com,22.0,EUR,9726.01,1111.54,17.5,Credit Card,Si,Social,6.59,35.8087,-39.0687,Mozilla/5.0... (Simulado),0x9794f290,0,v2.4.1,TXN-602736.txt
TXN-602737,2025-03-06T15:01:19.387966,STORE-017,SKU-00148,USA,---,user_2737@usa.com,,USD,179.52,8.98,1.0,Credit Card,False,Web,41.59,31.595,-129.8764,Mozilla/5.0... (Simulado),0xca457597,0,v2.4.1,TXN-602737.txt
TXN-602738,2025-10-19T15:01:19.408226,STORE-001,SKU-00104,UK,---,user_2738@uk.com,35.0,GBP,1274.8,182.11,0.79,Cash,No,Web,43.52,-64.0635,112.3832,Mozilla/5.0... (Simulado),0x8fdcfd31,0,v2.4.1,TXN-602738.txt
TXN-602739,2025-10-29T15:01:19.458278,STORE-011,SKU-00091,USA,Ángel Niño,user_2739@usa.com,18.0,USD,523.46,26.17,1.0,Crypto,True,Web,34.89,67.1886,-112.0641,Mozilla/5.0... (Simulado),0x309b4f0e,0,v2.4.1,TXN-602739.txt
TXN-602740,2025-10-13T15:01:19.484225,STORE-016,SKU-00035,Colombia,Josue Castañeda,user_2740@colombia.com,26.0,COP,1981103.6,268864.06,4100.0,N/A,False,Store,12.03,19.01,75.6414,Mozilla/5.0... (Simulado),0x187170c1,1,v2.4.1,TXN-602740.txt
TXN-602741,2025-10-07T15:01:19.507250,STORE-018,SKU-00003,UK,Josue Castañeda,user_2741@uk.com,37.0,GBP,1155.03,165.0,0.79,Credit Card,Si,Web,18.25,-37.2521,39.1216,Mozilla/5.0... (Simulado),0xdbd114b,0,v2.4.1,TXN-602741.txt
TXN-602742,2025-03-22T15:01:19.525305,STORE-018,SKU-00056,UK,Null User,user_2742@uk.com,52.0,GBP,843.97,120.57,0.79,Credit Card,0,App,20.62,89.5889,121.5359,Mozilla/5.0... (Simulado),0x73f30178,0,v2.4.1,TXN-602742.txt
TXN-602743,2025-12-03T15:01:19.550420,STORE-003,SKU-00025,Colombia,Josue Castañeda,user_2743@colombia.com,9.0,COP,925804.6,125644.91,4100.0,Unknown,False,Store,37.95,-23.9295,131.439,Mozilla/5.0... (Simulado),0xbf5e2a68,0,v2.4.1,TXN-602743.txt
TXN-602744,2025-07-28T15:01:19.569294,STORE-018,SKU-00108,UK,Müller S.,user_2744@uk.com,47.0,GBP,788.36,112.62,0.79,Crypto,1,Store,11.71,14.8751,-102.3637,Mozilla/5.0... (Simulado),0xa3209f96,0,v2.4.1,TXN-602744.txt
TXN-602745,2025-06-05T15:01:19.589420,STORE-002,SKU-00050,USA,Müller S.,user_2745@usa.com,34.0,USD,598.39,29.92,1.0,Credit Card,No,App,26.48,66.1952,-31.5162,Mozilla/5.0... (Simulado),0xc602bcc5,1,v2.4.1,TXN-602745.txt
TXN-602746,2026-01-08T15:01:19.609372,STORE-007,SKU-00045,España,Müller S.,user_2746@españa.com,35.0,EUR,483.54,72.53,0.92,N/A,Si,App,42.86,-27.9182,18.04,Mozilla/5.0... (Simulado),0x3cd7b260,0,v2.4.1,TXN-602746.txt
TXN-602747,2025-04-25T15:01:19.629388,STORE-018,SKU-00145,UK,Josue Castañeda,user_2747@uk.com,37.0,GBP,91.37,13.05,0.79,N/A,True,App,29.98,-4.1106,81.1448,Mozilla/5.0... (Simulado),0x43677b1c,1,v2.4.1,TXN-602747.txt
TXN-602748,2025-10-23T15:01:19.651327,STORE-020,SKU-00006,México,---,user_2748@méxico.com,26.0,MXN,11302.58,1291.72,17.5,Crypto,Si,App,9.13,-71.8152,47.7957,Mozilla/5.0... (Simulado),0x2ba57e62,0,v2.4.1,TXN-602748.txt
TXN-602749,2025-11-24T15:01:19.665744,STORE-012,SKU-00031,México,---,user_2749@méxico.com,34.0,MXN,28861.0,3298.4,17.5,Credit Card,False,Web,10.19,75.7223,111.1753,Mozilla/5.0... (Simulado),0xd6cf81c7,0,v2.4.1,TXN-602749.txt
TXN-602750,2025-08-24T15:01:19.682378,STORE-009,SKU-00082,USA,Null User,user_2750@usa.com,28.0,USD,1394.57,69.73,1.0,Cash,False,Web,30.14,54.7249,152.6187,Mozilla/5.0... (Simulado),0x8775b217,0,v2.4.1,TXN-602750.txt
TXN-602751,2025-12-19T15:01:19.702969,STORE-018,SKU-00039,UK,Josue Castañeda,user_2751@uk.com,35.0,GBP,696.25,99.46,0.79,Unknown,No,Social,33.23,-36.2533,84.8242,Mozilla/5.0... (Simulado),0x7e66edf,0,v2.4.1,TXN-602751.txt
TXN-602752,2025-10-10T15:01:19.722649,STORE-017,SKU-00090,USA,Josue Castañeda,user_2752@usa.com,25.0,USD,158.37,7.92,1.0,N/A,True,Store,13.54,61.859,-165.7235,Mozilla/5.0... (Simulado),0x661185c5,0,v2.4.1,TXN-602752.txt
TXN-602753,2025-12-01T15:01:19.740247,STORE-011,SKU-00067,USA,Ángel Niño,user_2753@usa.com,,USD,1601.12,80.06,1.0,N/A,True,Store,39.62,66.6888,-120.5471,Mozilla/5.0... (Simulado),0x7047a559,0,v2.4.1,TXN-602753.txt
TXN-602754,2025-03-03T15:01:19.758539,STORE-019,SKU-00078,USA,Müller S.,user_2754@usa.com,29.0,USD,650.23,32.51,1.0,N/A,True,Social,20.67,-55.9184,-99.4862,Mozilla/5.0... (Simulado),0x4c39afb2,1,v2.4.1,TXN-602754.txt
TXN-602755,2025-06-23T15:01:19.782651,STORE-018,SKU-00030,UK,Ángel Niño,user_2755@uk.com,41.0,JPY,1077.14,153.88,0.79,N/A,0,Social,41.88,-32.83,150.1533,Mozilla/5.0... (Simulado),0x405e5ad8,1,v2.4.1,TXN-602755.txt
TXN-602756,2026-01-08T15:01:19.804520,STORE-020,SKU-00148,México,Müller S.,user_2756@méxico.com,44.0,MXN,3141.63,359.04,17.5,N/A,Si,App,33.04,-32.4475,-44.901,Mozilla/5.0... (Simulado),0xac3a7c80,0,v2.4.1,TXN-602756.txt
TXN-602757,2025-08-10T15:01:19.832565,STORE-019,SKU-00001,USA,Null User,user_2757@usa.com,27.0,USD,1457.27,72.86,1.0,Unknown,No,App,26.01,-0.2184,-133.5718,Mozilla/5.0... (Simulado),0x990bc997,0,v2.4.1,TXN-602757.txt
TXN-602758,2025-03-10T15:01:19.854454,STORE-004,SKU-00120,Colombia,Null User,user_2758@colombia.com,18.0,COP,2078109.6,282029.16,4100.0,Crypto,Si,App,15.53,-30.6095,144.0855,Mozilla/5.0... (Simulado),0x6f006839,0,v2.4.1,TXN-602758.txt
TXN-602759,2025-10-01T15:01:19.872879,STORE-015,SKU-00140,España,Ángel Niño,user_2759@españa.com,,EUR,1123.5,168.52,0.92,Crypto,0,Store,26.92,18.7817,142.6984,Mozilla/5.0... (Simulado),0x2dfe2718,0,v2.4.1,TXN-602759.txt
TXN-602760,2025-08-19T15:01:19.892327,STORE-010,SKU-00096,México,Ángel Niño,user_2760@méxico.com,37.0,MXN,24732.26,2826.54,17.5,Cash,False,Social,25.47,-82.586,41.9896,Mozilla/5.0... (Simulado),0x190779d7,1,v2.4.1,TXN-602760.txt
TXN-602761,2025-12-24T15:01:19.909220,STORE-006,SKU-00050,UK,Josue Castañeda,user_2761@uk.com,32.0,GBP,472.73,67.53,0.79,Crypto,0,Store,27.65,-56.4658,-113.0241,Mozilla/5.0... (Simulado),0x113dcb8d,0,v2.4.1,TXN-602761.txt
TXN-602762,2025-09-06T15:01:19.930387,STORE-013,SKU-00035,USA,---,user_2762@usa.com,32.0,USD,483.2,24.16,1.0,Unknown,1,Web,8.4,40.2194,73.9149,Mozilla/5.0... (Simulado),0x22aeb8c6,0,v2.4.1,TXN-602762.txt
TXN-602763,2025-08-03T15:01:19.950048,STORE-001,SKU-00039,UK,Ángel Niño,user_2763@uk.com,32.0,GBP,696.25,99.46,0.79,Unknown,0,App,23.0,-53.399,101.0505,Mozilla/5.0... (Simulado),0x837f415d,0,v2.4.1,TXN-602763.txt
TXN-602764,2025-06-17T15:01:19.965958,STORE-002,SKU-00109,USA,Ángel Niño,user_2764@usa.com,25.0,USD,1437.14,71.86,1.0,Unknown,1,Social,44.61,-4.7537,146.193,Mozilla/5.0... (Simulado),0x9a0bd182,0,v2.4.1,TXN-602764.txt
TXN-602765,2025-06-23T15:01:19.985472,STORE-007,SKU-00088,España,Ángel Niño,user_2765@españa.com,44.0,EUR,1258.18,188.73,0.92,N/A,True,Store,13.13,-87.2397,38.6757,Mozilla/5.0... (Simulado),0xbb425415,1,v2.4.1,TXN-602765.txt
TXN-602766,2025-04-13T15:01:20.004283,STORE-018,SKU-00150,UK,---,user_2766_wrong_mail,45.0,GBP,971.93,138.85,0.79,N/A,True,Web,8.87,39.8498,158.4994,Mozilla/5.0... (Simulado),0x93001198,0,v2.4.1,TXN-602766.txt
TXN-602767,2025-03-11T15:01:20.026145,STORE-014,SKU-00058,USA,---,user_2767@usa.com,32.0,USD,1096.82,54.84,1.0,Credit Card,False,Social,31.65,35.1913,-159.0494,Mozilla/5.0... (Simulado),0x76aa9c88,0,v2.4.1,TXN-602767.txt
TXN-602768,2025-10-11T15:01:20.049114,STORE-005,SKU-00002,México,Josue Castañeda,user_2768@méxico.com,19.0,MXN,9336.46,1067.02,17.5,Unknown,True,Store,11.83,22.7157,-84.286,Mozilla/5.0... (Simulado),0xdcbd6ef2,1,v2.4.1,TXN-602768.txt
TXN-602769,2026-02-08T15:01:20.071701,STORE-002,SKU-00008,USA,---,user_2769@usa.com,26.0,USD,706.16,35.31,1.0,Crypto,True,App,11.42,-67.4739,154.7461,Mozilla/5.0... (Simulado),0xf10cd2e0,1,v2.4.1,TXN-602769.txt
TXN-602770,2025-10-21T15:01:20.089918,STORE-020,SKU-00098,México,Ángel Niño,user_2770@méxico.com,15.0,MXN,25765.18,2944.59,17.5,N/A,Si,App,41.09,72.4989,62.9373,Mozilla/5.0... (Simulado),0x95247526,0,v2.4.1,TXN-602770.txt
TXN-602771,2025-10-17T15:01:20.111322,STORE-004,SKU-00093,Colombia,---,user_2771@colombia.com,8.0,COP,1019940.6,138420.51,4100.0,Credit Card,0,Web,28.7,-38.9429,12.5783,Mozilla/5.0... (Simulado),0xc0792d2d,1,v2.4.1,TXN-602771.txt
TXN-602772,2025-06-23T15:01:20.129392,STORE-019,SKU-00091,USA,---,user_2772@usa.com,37.0,USD,523.46,26.17,1.0,Crypto,No,Web,47.64,-13.1251,-128.673,Mozilla/5.0... (Simulado),0x5585c71f,0,v2.4.1,TXN-602772.txt
TXN-602773,2025-06-01T15:01:20.145123,STORE-019,SKU-00031,USA,Müller S.,user_2773@usa.com,40.0,USD,1649.2,82.46,1.0,Crypto,False,Social,42.63,52.36,-75.5828,Mozilla/5.0... (Simulado),0x89d017bb,1,v2.4.1,TXN-602773.txt
TXN-602774,2025-08-05T15:01:20.165529,STORE-012,SKU-00078,México,Ángel Niño,user_2774@méxico.com,36.0,MXN,11379.02,1300.46,17.5,Credit Card,Si,App,39.14,10.8176,166.6011,Mozilla/5.0... (Simulado),0x73cee51,0,v2.4.1,TXN-602774.txt
TXN-602775,2026-01-07T15:01:20.184257,STORE-009,SKU-00027,USA,Ángel Niño,user_2775@usa.com,33.0,USD,190.26,9.51,1.0,Crypto,1,Store,31.96,-31.9395,-119.97,Mozilla/5.0... (Simulado),0x3575569c,0,v2.4.1,TXN-602775.txt
TXN-602776,2026-01-30T15:01:20.208449,STORE-002,SKU-00043,USA,---,user_2776_wrong_mail,36.0,USD,808.71,40.44,1.0,Unknown,True,Social,41.15,20.0405,30.7964,Mozilla/5.0... (Simulado),0x759efd38,1,v2.4.1,TXN-602776.txt
TXN-602777,2025-03-07T15:01:20.228891,STORE-002,SKU-00077,USA,Ángel Niño,user_2777@usa.com,40.0,USD,1297.17,64.86,1.0,Crypto,0,Web,14.53,76.5346,129.0504,Mozilla/5.0... (Simulado),0xa568d941,0,v2.4.1,TXN-602777.txt
TXN-602778,2025-06-16T15:01:20.247336,STORE-020,SKU-00091,México,Josue Castañeda,user_2778@méxico.com,,MXN,9160.55,1046.92,17.5,Credit Card,True,Social,49.58,-5.4465,-150.9074,Mozilla/5.0... (Simulado),0xa7faf1e,1,v2.4.1,TXN-602778.txt
TXN-602779,2025-12-09T15:01:20.267455,STORE-011,SKU-00035,USA,---,user_2779@usa.com,,USD,483.2,24.16,1.0,Credit Card,No,App,45.67,-48.1011,148.5116,Mozilla/5.0... (Simulado),0x1d822f0f,0,v2.4.1,TXN-602779.txt
TXN-602780,2025-09-17T15:01:20.283993,STORE-009,SKU-00053,USA,Null User,user_2780@usa.com,26.0,USD,555.77,27.79,1.0,Cash,1,Store,15.68,-66.4924,-22.4302,Mozilla/5.0... (Simulado),0xa805f6b5,1,v2.4.1,TXN-602780.txt
TXN-602781,2025-05-06T15:01:20.302560,STORE-015,SKU-00056,España,Müller S.,user_2781@españa.com,45.0,EUR,982.85,147.43,0.92,Unknown,0,Social,41.52,7.2285,28.863,Mozilla/5.0... (Simulado),0xf51419d3,1,v2.4.1,TXN-602781.txt
TXN-602782,2026-01-24T15:01:20.320144,STORE-010,SKU-00077,México,Null User,user_2782@méxico.com,23.0,MXN,22700.47,2594.34,17.5,N/A,0,Social,32.72,-76.4665,41.7566,Mozilla/5.0... (Simulado),0xd742b716,0,v2.4.1,TXN-602782.txt
TXN-602783,2025-03-11T15:01:20.339304,STORE-014,SKU-00134,USA,Müller S.,user_2783@usa.com,37.0,USD,276.78,13.84,1.0,Crypto,0,App,35.21,-16.6264,101.4981,Mozilla/5.0... (Simulado),0xde29e83f,0,v2.4.1,TXN-602783.txt
TXN-602784,2025-04-25T15:01:20.361016,STORE-010,SKU-00033,México,---,user_2784@méxico.com,29.0,MXN,2256.2,257.85,17.5,Crypto,Si,Web,44.63,-48.136,-107.0979,Mozilla/5.0... (Simulado),0x4c40d956,0,v2.4.1,TXN-602784.txt
TXN-602785,2025-05-31T15:01:20.382491,STORE-019,SKU-00129,USA,---,user_2785@usa.com,,USD,165.3,8.26,1.0,Credit Card,True,Social,28.41,-49.0473,87.0798,Mozilla/5.0... (Simulado),0xa42743e1,1,v2.4.1,TXN-602785.txt
TXN-602786,2025-12-28T15:01:20.402769,STORE-011,SKU-00012,USA,Josue Castañeda,user_2786@usa.com,31.0,USD,1262.87,63.14,1.0,Cash,1,App,48.31,-53.5621,-40.5589,Mozilla/5.0... (Simulado),0xea8755bb,0,v2.4.1,TXN-602786.txt
TXN-602787,2025-05-10T15:01:20.420015,STORE-012,SKU-00150,México,Null User,user_2787@méxico.com,20.0,MXN,21530.11,2460.58,17.5,Unknown,False,Store,37.83,-59.2693,48.9723,Mozilla/5.0... (Simulado),0x1b3cb2c6,0,v2.4.1,TXN-602787.txt
TXN-602788,2026-02-16T15:01:20.434567,STORE-011,SKU-00033,USA,Ángel Niño,user_2788@usa.com,24.0,USD,128.93,6.45,1.0,Unknown,0,App,25.35,-58.6807,-34.1121,Mozilla/5.0... (Simulado),0x6e4de7d2,1,v2.4.1,TXN-602788.txt
TXN-602789,2025-07-24T15:01:20.453556,STORE-015,SKU-00094,España,Ángel Niño,user_2789@españa.com,35.0,EUR,1053.17,157.98,0.92,N/A,False,Web,44.45,-3.7966,96.516,Mozilla/5.0... (Simulado),0x34d94643,1,v2.4.1,TXN-602789.txt
TXN-602790,2025-09-30T15:01:20.473923,STORE-016,SKU-00133,Colombia,Josue Castañeda,user_2790_wrong_mail,33.0,COP,4146748.2,562772.97,4100.0,N/A,False,Store,48.85,-78.5538,-89.4363,Mozilla/5.0... (Simulado),0xdddf1eff,0,v2.4.1,TXN-602790.txt
TXN-602791,2025-11-23T15:01:20.495732,STORE-001,SKU-00067,UK,Null User,user_2791@uk.com,42.0,GBP,1264.89,180.7,0.79,N/A,True,App,32.23,-74.3142,-89.9534,Mozilla/5.0... (Simulado),0xa97842a3,0,v2.4.1,TXN-602791.txt
TXN-602792,2025-09-18T15:01:20.518601,STORE-006,SKU-00136,UK,Ángel Niño,user_2792@uk.com,44.0,GBP,1157.46,165.35,0.79,N/A,0,Store,9.58,-87.1607,-24.9256,Mozilla/5.0... (Simulado),0x9a13e063,0,v2.4.1,TXN-602792.txt
TXN-602793,2025-05-10T15:01:20.537940,STORE-008,SKU-00056,UK,---,user_2793@uk.com,44.0,GBP,843.97,120.57,0.79,Cash,True,Store,19.86,-19.5473,143.8255,Mozilla/5.0... (Simulado),0x5c319e3a,1,v2.4.1,TXN-602793.txt
TXN-602794,2025-05-12T15:01:20.555155,STORE-002,SKU-00002,USA,Müller S.,user_2794@usa.com,25.0,USD,533.51,26.68,1.0,Crypto,True,Store,44.07,31.1627,81.39,Mozilla/5.0... (Simulado),0x1a6aabba,1,v2.4.1,TXN-602794.txt
TXN-602795,2025-03-09T15:01:20.572459,STORE-017,SKU-00057,USA,---,user_2795@usa.com,34.0,USD,1378.38,68.92,1.0,Unknown,No,Social,27.32,-71.4478,115.2048,Mozilla/5.0... (Simulado),0x795da011,1,v2.4.1,TXN-602795.txt
TXN-602796,2025-12-03T15:01:20.596836,STORE-001,SKU-00139,UK,Null User,user_2796@uk.com,40.0,GBP,106.88,15.27,0.79,Unknown,False,Store,11.34,78.9601,171.0673,Mozilla/5.0... (Simulado),0x6d5daac,0,v2.4.1,TXN-602796.txt
TXN-602797,2025-10-11T15:01:20.616937,STORE-008,SKU-00050,UK,Josue Castañeda,user_2797@uk.com,37.0,GBP,472.73,67.53,0.79,Credit Card,True,Store,18.48,86.5163,-125.9238,Mozilla/5.0... (Simulado),0xc30cbe28,0,v2.4.1,TXN-602797.txt
TXN-602798,2026-02-01T15:01:20.636528,STORE-005,SKU-00140,México,Null User,user_2798@méxico.com,42.0,MXN,21370.86,2442.38,17.5,Crypto,Si,Store,20.11,-64.8661,0.0842,Mozilla/5.0... (Simulado),0x87a21cc3,0,v2.4.1,TXN-602798.txt
TXN-602799,2026-01-09T15:01:20.655275,STORE-008,SKU-00125,UK,Null User,user_2799@uk.com,55.0,EUR,723.88,103.41,0.79,N/A,1,App,8.06,-83.1157,-94.915,Mozilla/5.0... (Simulado),0x31cf89ef,0,v2.4.1,TXN-602799.txt
TXN-602800,2025-12-18T15:01:20.708268,STORE-006,SKU-00004,UK,Müller S.,user_2800@uk.com,47.0,GBP,1193.84,170.55,0.79,Credit Card,0,Web,20.86,80.4587,-135.9997,Mozilla/5.0... (Simulado),0xe683d1a6,1,v2.4.1,TXN-602800.txt
TXN-602801,2025-11-13T15:01:20.726639,STORE-005,SKU-00110,México,---,user_2801@méxico.com,30.0,MXN,7230.19,826.31,17.5,Unknown,0,Store,36.47,-70.8877,-121.9698,Mozilla/5.0... (Simulado),0x4fe901e3,1,v2.4.1,TXN-602801.txt
TXN-602802,2025-03-15T15:01:20.753841,STORE-006,SKU-00030,UK,Josue Castañeda,user_2802@uk.com,51.0,GBP,1077.14,153.88,0.79,N/A,1,Social,26.78,-18.1372,114.8398,Mozilla/5.0... (Simulado),0xbb45fc5b,0,v2.4.1,TXN-602802.txt
TXN-602803,2026-01-11T15:01:20.769649,STORE-008,SKU-00132,UK,Null User,user_2803@uk.com,34.0,GBP,477.68,68.24,0.79,N/A,No,Store,35.95,89.7325,66.2691,Mozilla/5.0... (Simulado),0x8005f8cd,0,v2.4.1,TXN-602803.txt
TXN-602804,2025-12-29T15:01:20.791424,STORE-015,SKU-00069,España,Müller S.,user_2804@españa.com,51.0,EUR,221.65,33.25,0.92,Cash,0,App,20.34,-69.2437,-79.0204,Mozilla/5.0... (Simulado),0x22a704,0,v2.4.1,TXN-602804.txt
TXN-602805,2025-05-15T15:01:20.818408,STORE-020,SKU-00105,México,Josue Castañeda,user_2805@méxico.com,29.0,MXN,15602.83,1783.18,17.5,Crypto,Si,Social,15.83,32.3642,16.6002,Mozilla/5.0... (Simulado),0x430f1cd5,0,v2.4.1,TXN-602805.txt
TXN-602806,2025-10-22T15:01:20.838355,STORE-018,SKU-00085,UK,Null User,user_2806@uk.com,40.0,GBP,912.58,130.37,0.79,N/A,False,Store,35.7,-6.2306,159.2521,Mozilla/5.0... (Simulado),0x4dcd2f4f,0,v2.4.1,TXN-602806.txt
TXN-602807,2025-08-30T15:01:20.858795,STORE-005,SKU-00019,México,Ángel Niño,user_2807_wrong_mail,25.0,MXN,27155.8,3103.52,17.5,Cash,True,App,22.59,57.3823,142.2382,Mozilla/5.0... (Simulado),0x3b42e661,0,v2.4.1,TXN-602807.txt
TXN-602808,2025-07-28T15:01:20.878378,STORE-014,SKU-00026,USA,Null User,user_2808@usa.com,39.0,USD,387.86,19.39,1.0,N/A,0,Social,48.07,70.271,-88.499,Mozilla/5.0... (Simulado),0x6a553cbf,1,v2.4.1,TXN-602808.txt
TXN-602809,2025-12-15T15:01:20.898916,STORE-005,SKU-00015,México,---,user_2809@méxico.com,34.0,MXN,13162.13,1504.24,17.5,N/A,False,Social,44.24,63.3001,-84.5132,Mozilla/5.0... (Simulado),0xc314ec92,0,v2.4.1,TXN-602809.txt
TXN-602810,2025-06-20T15:01:20.922356,STORE-019,SKU-00051,USA,Ángel Niño,user_2810@usa.com,34.0,USD,1323.64,66.18,1.0,Credit Card,No,Store,14.42,36.1275,125.6022,Mozilla/5.0... (Simulado),0xc9372230,0,v2.4.1,TXN-602810.txt
TXN-602811,2025-09-02T15:01:20.946706,STORE-005,SKU-00062,México,---,user_2811@méxico.com,27.0,MXN,16737.66,1912.88,17.5,N/A,Si,Social,46.69,-88.7634,-116.003,Mozilla/5.0... (Simulado),0xa0819460,0,v2.4.1,TXN-602811.txt
TXN-602812,2025-09-14T15:01:20.970921,STORE-009,SKU-00070,USA,Josue Castañeda,user_2812@usa.com,36.0,EUR,77.81,3.89,1.0,N/A,0,Web,45.14,42.6509,-120.2524,Mozilla/5.0... (Simulado),0xe7e56f4d,0,v2.4.1,TXN-602812.txt
TXN-602813,2025-03-02T15:01:20.997151,STORE-008,SKU-00099,UK,Müller S.,user_2813_wrong_mail,41.0,USD,829.23,118.46,0.79,Cash,0,Store,45.36,-11.5553,-63.6257,Mozilla/5.0... (Simulado),0xbca97d5b,0,v2.4.1,TXN-602813.txt
TXN-602814,2025-06-15T15:01:21.019418,STORE-010,SKU-00146,México,Josue Castañeda,user_2814@méxico.com,15.0,MXN,4720.9,539.53,17.5,Credit Card,False,App,15.13,-52.9749,91.7424,Mozilla/5.0... (Simulado),0x709db499,0,v2.4.1,TXN-602814.txt
TXN-602815,2025-03-05T15:01:21.036752,STORE-007,SKU-00035,España,Josue Castañeda,user_2815@españa.com,35.0,EUR,444.54,66.68,0.92,N/A,Si,Store,37.56,70.488,-110.3049,Mozilla/5.0... (Simulado),0x9e40e875,1,v2.4.1,TXN-602815.txt
TXN-602816,2026-02-02T15:01:21.051842,STORE-002,SKU-00108,USA,Ángel Niño,user_2816@usa.com,27.0,USD,997.92,49.9,1.0,Credit Card,1,App,33.15,27.6145,14.7313,Mozilla/5.0... (Simulado),0x264bace3,0,v2.4.1,TXN-602816.txt
TXN-602817,2025-11-21T15:01:21.070221,STORE-001,SKU-00097,UK,Null User,user_2817@uk.com,49.0,GBP,410.25,58.61,0.79,Credit Card,True,App,37.66,-0.7002,-49.7517,Mozilla/5.0... (Simulado),0x719f3b9,0,v2.4.1,TXN-602817.txt
TXN-602818,2025-05-04T15:01:21.089753,STORE-003,SKU-ERROR-2048,Colombia,Ángel Niño,user_2818@colombia.com,,COP,574000.0,77900.0,4100.0,N/A,False,Social,16.23,-81.672,-110.1179,Mozilla/5.0... (Simulado),0x7ab96cb3,0,v2.4.1,TXN-602818.txt
TXN-602819,2025-11-10T15:01:21.108558,STORE-017,SKU-00099,USA,Null User,user_2819@usa.com,30.0,USD,1049.66,52.48,1.0,Crypto,Si,Social,46.99,4.1598,82.9152,Mozilla/5.0... (Simulado),0xd57f41b2,0,v2.4.1,TXN-602819.txt
